aeropuerto_origen,aeropuerto_destino,distancia_entre_aeropuertos
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 25.7854, 'longitud': -100.1077}",2985
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 51.47, 'longitud': -0.4543}",2167
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 35.7647, 'longitud': 140.3864}",9057
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 21.7025, 'longitud': -102.8639}",4644
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 33.9425, 'longitud': -118.407}",2660
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 20.9942, 'longitud': -101.4797}",1923
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.1433, 'longitud': -96.1733}",7122
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 33.9425, 'longitud': -118.407}",4904
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 33.9425, 'longitud': -118.407}",2379
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 20.5225, 'longitud': -103.3097}",6905
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 16.7658, 'longitud': -99.7639}",2367
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 22.1536, 'longitud': -100.9267}",2183
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 22.1536, 'longitud': -100.9267}",6315
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 50.0333, 'longitud': 8.5705}",3071
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 40.6397, 'longitud': -73.7789}",3465
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': -34.6037, 'longitud': -58.3711}",9926
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 22.308, 'longitud': 113.9154}",8616
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 32.5362, 'longitud': -117.0203}",4841
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 33.9425, 'longitud': -118.407}",1109
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -33.9461, 'longitud': 151.1771}",2757
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 20.5225, 'longitud': -103.3097}",5498
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 25.7854, 'longitud': -100.1077}",5306
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 16.7658, 'longitud': -99.7639}",1650
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 16.7658, 'longitud': -99.7639}",4638
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 50.0333, 'longitud': 8.5705}",3877
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 20.9942, 'longitud': -101.4797}",3013
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 20.9942, 'longitud': -101.4797}",7533
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 19.1433, 'longitud': -96.1733}",3289
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 50.0333, 'longitud': 8.5705}",3575
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 22.1536, 'longitud': -100.9267}",2609
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 21.0365, 'longitud': -86.8769}",6911
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': -33.9461, 'longitud': 151.1771}",3886
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 25.7854, 'longitud': -100.1077}",3860
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 22.1536, 'longitud': -100.9267}",6637
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 20.9942, 'longitud': -101.4797}",2949
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 19.4363, 'longitud': -99.0721}",3850
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 16.7658, 'longitud': -99.7639}",7743
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 16.7658, 'longitud': -99.7639}",2437
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 22.308, 'longitud': 113.9154}",8816
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 35.7647, 'longitud': 140.3864}",3212
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 21.7025, 'longitud': -102.8639}",9512
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 33.9425, 'longitud': -118.407}",2202
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 33.9425, 'longitud': -118.407}",7192
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 19.1433, 'longitud': -96.1733}",3591
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 49.0128, 'longitud': 2.5489}",9450
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 32.5362, 'longitud': -117.0203}",3027
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 51.47, 'longitud': -0.4543}",3219
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 21.7025, 'longitud': -102.8639}",1711
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': -34.6037, 'longitud': -58.3711}",4963
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.4363, 'longitud': -99.0721}",6180
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 52.3105, 'longitud': 4.7683}",7132
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 21.0365, 'longitud': -86.8769}",4457
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 20.5225, 'longitud': -103.3097}",3730
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.4363, 'longitud': -99.0721}",7215
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 50.0333, 'longitud': 8.5705}",7683
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 49.0128, 'longitud': 2.5489}",2347
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 49.0128, 'longitud': 2.5489}",4932
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': -34.6037, 'longitud': -58.3711}",8623
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 16.7658, 'longitud': -99.7639}",6303
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 21.7025, 'longitud': -102.8639}",6865
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 40.6397, 'longitud': -73.7789}",9353
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 33.9425, 'longitud': -118.407}",4059
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': -33.9461, 'longitud': 151.1771}",9297
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 20.5225, 'longitud': -103.3097}",7743
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 22.308, 'longitud': 113.9154}",9345
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.9942, 'longitud': -101.4797}",7351
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 52.3105, 'longitud': 4.7683}",3457
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 51.47, 'longitud': -0.4543}",1282
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 19.1433, 'longitud': -96.1733}",9986
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 21.7025, 'longitud': -102.8639}",7283
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 52.3105, 'longitud': 4.7683}",6298
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 19.1433, 'longitud': -96.1733}",1001
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 51.47, 'longitud': -0.4543}",8615
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 51.47, 'longitud': -0.4543}",8907
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 25.7854, 'longitud': -100.1077}",662
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 33.9425, 'longitud': -118.407}",8052
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 19.1433, 'longitud': -96.1733}",2775
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': -34.6037, 'longitud': -58.3711}",7331
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': -34.6037, 'longitud': -58.3711}",1424
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 51.47, 'longitud': -0.4543}",6014
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 52.3105, 'longitud': 4.7683}",1661
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 19.1433, 'longitud': -96.1733}",1852
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 22.308, 'longitud': 113.9154}",2211
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 33.9425, 'longitud': -118.407}",4076
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 16.7658, 'longitud': -99.7639}",9916
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 21.7025, 'longitud': -102.8639}",7626
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 25.7854, 'longitud': -100.1077}",8977
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 32.5362, 'longitud': -117.0203}",4258
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 19.4363, 'longitud': -99.0721}",2459
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 33.9425, 'longitud': -118.407}",1939
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 52.3105, 'longitud': 4.7683}",6815
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 49.0128, 'longitud': 2.5489}",1390
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 49.0128, 'longitud': 2.5489}",2965
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': -34.6037, 'longitud': -58.3711}",715
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 20.5225, 'longitud': -103.3097}",6679
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 52.3105, 'longitud': 4.7683}",1646
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.9942, 'longitud': -101.4797}",5130
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': -34.6037, 'longitud': -58.3711}",6949
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 21.0365, 'longitud': -86.8769}",7575
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 22.308, 'longitud': 113.9154}",9335
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 22.308, 'longitud': 113.9154}",2842
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 20.9942, 'longitud': -101.4797}",2311
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 20.5225, 'longitud': -103.3097}",1904
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 21.0365, 'longitud': -86.8769}",3128
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 21.0365, 'longitud': -86.8769}",9901
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': -33.9461, 'longitud': 151.1771}",3007
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 32.5362, 'longitud': -117.0203}",1650
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 33.9425, 'longitud': -118.407}",3159
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 35.7647, 'longitud': 140.3864}",3264
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 40.6397, 'longitud': -73.7789}",816
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 51.47, 'longitud': -0.4543}",5398
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 21.7025, 'longitud': -102.8639}",7111
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 19.4363, 'longitud': -99.0721}",6770
"{'latitud': 20.5225, 'longitud': -103.3097}","{'latitud': 33.9425, 'longitud': -118.407}",2035
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 49.0128, 'longitud': 2.5489}",9969
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 52.3105, 'longitud': 4.7683}",4581
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 25.7854, 'longitud': -100.1077}",1564
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 16.7658, 'longitud': -99.7639}",694
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 50.0333, 'longitud': 8.5705}",8395
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 25.7854, 'longitud': -100.1077}",2649
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 19.1433, 'longitud': -96.1733}",6647
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 49.0128, 'longitud': 2.5489}",3049
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 52.3105, 'longitud': 4.7683}",9261
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.9942, 'longitud': -101.4797}",3171
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 51.47, 'longitud': -0.4543}",7021
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 40.6397, 'longitud': -73.7789}",6983
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 21.7025, 'longitud': -102.8639}",2291
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 50.0333, 'longitud': 8.5705}",734
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 21.0365, 'longitud': -86.8769}",3010
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 19.4363, 'longitud': -99.0721}",4142
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 33.9425, 'longitud': -118.407}",8386
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 21.7025, 'longitud': -102.8639}",4943
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 20.5225, 'longitud': -103.3097}",7258
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 21.7025, 'longitud': -102.8639}",4311
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 22.1536, 'longitud': -100.9267}",5104
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 16.7658, 'longitud': -99.7639}",9096
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 50.0333, 'longitud': 8.5705}",4180
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 35.7647, 'longitud': 140.3864}",2891
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 25.7854, 'longitud': -100.1077}",8507
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': -34.6037, 'longitud': -58.3711}",6052
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 19.1433, 'longitud': -96.1733}",9408
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 25.7854, 'longitud': -100.1077}",8821
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 20.5225, 'longitud': -103.3097}",6750
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 19.1433, 'longitud': -96.1733}",7680
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 33.9425, 'longitud': -118.407}",5234
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 19.1433, 'longitud': -96.1733}",6796
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 20.9942, 'longitud': -101.4797}",5834
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 20.9942, 'longitud': -101.4797}",9490
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 20.9942, 'longitud': -101.4797}",1837
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 33.9425, 'longitud': -118.407}",3673
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 25.7854, 'longitud': -100.1077}",5806
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 19.1433, 'longitud': -96.1733}",3457
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 19.4363, 'longitud': -99.0721}",5952
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 20.9942, 'longitud': -101.4797}",2442
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 20.9942, 'longitud': -101.4797}",2800
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 22.1536, 'longitud': -100.9267}",2553
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 25.7854, 'longitud': -100.1077}",6599
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 19.4363, 'longitud': -99.0721}",2666
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 16.7658, 'longitud': -99.7639}",3341
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 50.0333, 'longitud': 8.5705}",4674
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': -33.9461, 'longitud': 151.1771}",8386
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 40.6397, 'longitud': -73.7789}",4221
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 20.9942, 'longitud': -101.4797}",6072
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 32.5362, 'longitud': -117.0203}",1790
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 25.7854, 'longitud': -100.1077}",2805
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 33.9425, 'longitud': -118.407}",3710
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 22.308, 'longitud': 113.9154}",8521
"{'latitud': 22.308, 'longitud': 113.9154}","{'latitud': 49.0128, 'longitud': 2.5489}",6896
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 16.7658, 'longitud': -99.7639}",8780
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 49.0128, 'longitud': 2.5489}",3889
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 35.7647, 'longitud': 140.3864}",5201
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 21.0365, 'longitud': -86.8769}",8693
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 50.0333, 'longitud': 8.5705}",4291
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': -34.6037, 'longitud': -58.3711}",1523
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 22.308, 'longitud': 113.9154}",5525
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 50.0333, 'longitud': 8.5705}",2723
"{'latitud': 35.7647, 'longitud': 140.3864}","{'latitud': 16.7658, 'longitud': -99.7639}",2648
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 50.0333, 'longitud': 8.5705}",7683
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 21.0365, 'longitud': -86.8769}",5280
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 32.5362, 'longitud': -117.0203}",6955
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 19.4363, 'longitud': -99.0721}",1613
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 19.4363, 'longitud': -99.0721}",9466
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': -34.6037, 'longitud': -58.3711}",4219
"{'latitud': 20.9942, 'longitud': -101.4797}","{'latitud': 40.6397, 'longitud': -73.7789}",837
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': -33.9461, 'longitud': 151.1771}",8503
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 33.9425, 'longitud': -118.407}",2815
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 51.47, 'longitud': -0.4543}",7824
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 33.9425, 'longitud': -118.407}",8928
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 52.3105, 'longitud': 4.7683}",2387
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 50.0333, 'longitud': 8.5705}",2672
"{'latitud': 21.0365, 'longitud': -86.8769}","{'latitud': 19.4363, 'longitud': -99.0721}",1670
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 22.1536, 'longitud': -100.9267}",6454
"{'latitud': 33.9425, 'longitud': -118.407}","{'latitud': 51.47, 'longitud': -0.4543}",4208
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 19.1433, 'longitud': -96.1733}",6681
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 19.4363, 'longitud': -99.0721}",2991
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 16.7658, 'longitud': -99.7639}",4999
"{'latitud': 19.1433, 'longitud': -96.1733}","{'latitud': 40.6397, 'longitud': -73.7789}",5872
"{'latitud': 21.7025, 'longitud': -102.8639}","{'latitud': 20.9942, 'longitud': -101.4797}",2179
"{'latitud': 16.7658, 'longitud': -99.7639}","{'latitud': 52.3105, 'longitud': 4.7683}",2582
"{'latitud': 19.4363, 'longitud': -99.0721}","{'latitud': 25.7854, 'longitud': -100.1077}",1484
"{'latitud': 50.0333, 'longitud': 8.5705}","{'latitud': 49.0128, 'longitud': 2.5489}",2884
"{'latitud': 49.0128, 'longitud': 2.5489}","{'latitud': 35.7647, 'longitud': 140.3864}",2447
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 20.5225, 'longitud': -103.3097}",1291
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': 49.0128, 'longitud': 2.5489}",8794
"{'latitud': -34.6037, 'longitud': -58.3711}","{'latitud': 25.7854, 'longitud': -100.1077}",800
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 20.5225, 'longitud': -103.3097}",8800
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 51.47, 'longitud': -0.4543}",1032
"{'latitud': 51.47, 'longitud': -0.4543}","{'latitud': -34.6037, 'longitud': -58.3711}",9500
"{'latitud': 52.3105, 'longitud': 4.7683}","{'latitud': 16.7658, 'longitud': -99.7639}",1116
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 20.9942, 'longitud': -101.4797}",9692
"{'latitud': 25.7854, 'longitud': -100.1077}","{'latitud': 19.4363, 'longitud': -99.0721}",851
"{'latitud': 32.5362, 'longitud': -117.0203}","{'latitud': 52.3105, 'longitud': 4.7683}",2583
"{'latitud': -33.9461, 'longitud': 151.1771}","{'latitud': 16.7658, 'longitud': -99.7639}",956
"{'latitud': 40.6397, 'longitud': -73.7789}","{'latitud': 19.1433, 'longitud': -96.1733}",3783
"{'latitud': 22.1536, 'longitud': -100.9267}","{'latitud': 50.0333, 'longitud': 8.5705}",8247
